center_id,latitude,longitude,street_name,mcpps,sector
snd-15512,47.664228,-122.398111,W COMMODORE WAY,MAGNOLIA,Q
snd-15513,47.663987,-122.403569,36TH AVE W,MAGNOLIA,Q
snd-15514,47.663460,-122.403062,W LAWTON ST,MAGNOLIA,Q
snd-15515,47.663840,-122.401744,34TH AVE W,MAGNOLIA,Q
snd-15516,47.663460,-122.402148,W LAWTON ST,MAGNOLIA,Q
snd-15521,47.663419,-122.396928,31ST AVE W,MAGNOLIA,Q
snd-15525,47.663035,-122.401720,34TH AVE W,MAGNOLIA,Q
snd-15527,47.662664,-122.398407,GILMAN AVE W,MAGNOLIA,Q
snd-15528,47.662951,-122.403569,36TH AVE W,MAGNOLIA,Q
snd-15529,47.662953,-122.402555,35TH AVE W,MAGNOLIA,Q
snd-15530,47.662445,-122.403063,W MCCORD PL,MAGNOLIA,Q
snd-15531,47.662446,-122.402058,W MCCORD PL,MAGNOLIA,Q
snd-15535,47.662685,-122.394046,W COMMODORE WAY,MAGNOLIA,Q
snd-15538,47.662036,-122.390483,W COMMODORE WAY,MAGNOLIA,Q
snd-15541,47.661875,-122.403570,36TH AVE W,MAGNOLIA,Q
snd-15542,47.661878,-122.402557,35TH AVE W,MAGNOLIA,Q
snd-15543,47.661308,-122.403064,W FORT ST,MAGNOLIA,Q
snd-15544,47.661914,-122.399442,33RD AVE W,MAGNOLIA,Q
snd-15545,47.661312,-122.399624,W FORT ST,MAGNOLIA,Q
snd-15546,47.662092,-122.398910,GAY AVE W,MAGNOLIA,Q
snd-15547,47.661311,-122.399185,W FORT ST,MAGNOLIA,Q
snd-15548,47.661945,-122.398258,32ND AVE W,MAGNOLIA,Q
snd-15549,47.661309,-122.398569,W FORT ST,MAGNOLIA,Q
snd-15550,47.661784,-122.397157,31ST AVE W,MAGNOLIA,Q
snd-15551,47.661309,-122.397391,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15552,47.661613,-122.396102,30TH AVE W,MAGNOLIA,Q
snd-15553,47.661312,-122.396627,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15554,47.661315,-122.395529,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15556,47.661313,-122.394646,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15557,47.661360,-122.388707,W COMMODORE WAY,MAGNOLIA,Q
snd-15558,47.661782,-122.391031,27TH AVE W,MAGNOLIA,Q
snd-15559,47.660025,-122.427140,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15563,47.661213,-122.392078,W FORT ST,MAGNOLIA,Q
snd-15565,47.661232,-122.394111,GILMAN AVE W,MAGNOLIA,Q
snd-15567,47.661362,-122.414630,IDAHO AVE,MAGNOLIA,Q
snd-15569,47.662160,-122.412127,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15570,47.660701,-122.418731,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15572,47.660690,-122.416726,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15574,47.660700,-122.415531,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15575,47.660734,-122.414863,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15576,47.661151,-122.399448,33RD AVE W,MAGNOLIA,Q
snd-15577,47.660506,-122.403879,TEXAS WAY,MAGNOLIA,Q
snd-15581,47.661048,-122.402710,35TH AVE W,MAGNOLIA,Q
snd-15587,47.661036,-122.398028,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15588,47.660990,-122.398223,32ND AVE W,MAGNOLIA,Q
snd-15589,47.661010,-122.432252,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15591,47.660905,-122.393329,GILMAN AVE W,MAGNOLIA,Q
snd-15596,47.660635,-122.409370,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15597,47.660275,-122.409755,WASHINGTON AVE,MAGNOLIA,Q
snd-15598,47.660952,-122.391027,27TH AVE W,MAGNOLIA,Q
snd-15604,47.660266,-122.411348,WASHINGTON AVE,MAGNOLIA,Q
snd-15606,47.660484,-122.392483,GILMAN AVE W,MAGNOLIA,Q
snd-15611,47.660602,-122.386715,W COMMODORE WAY,MAGNOLIA,Q
snd-15612,47.660679,-122.403572,36TH AVE W,MAGNOLIA,Q
snd-15613,47.660052,-122.403279,W OHMAN PL,MAGNOLIA,Q
snd-15614,47.660370,-122.398240,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15618,47.660055,-122.397930,W JAMESON ST,MAGNOLIA,Q
snd-15621,47.660676,-122.397157,31ST AVE W,MAGNOLIA,Q
snd-15622,47.660042,-122.397377,W JAMESON ST,MAGNOLIA,Q
snd-15625,47.660678,-122.396099,30TH AVE W,MAGNOLIA,Q
snd-15626,47.660043,-122.396629,W JAMESON ST,MAGNOLIA,Q
snd-15627,47.660011,-122.398888,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15628,47.660680,-122.394960,29TH AVE W,MAGNOLIA,Q
snd-15629,47.660044,-122.395531,W JAMESON ST,MAGNOLIA,Q
snd-15631,47.660391,-122.401427,BRYGGER DR W,MAGNOLIA,Q
snd-15632,47.657455,-122.411671,CALIFORNIA AVE,MAGNOLIA,Q
snd-15634,47.660820,-122.389931,26TH AVE W,MAGNOLIA,Q
snd-15635,47.660211,-122.390516,GILMAN PL W,MAGNOLIA,Q
snd-15637,47.660075,-122.385330,W COMMODORE WAY,MAGNOLIA,Q
snd-15640,47.659770,-122.394962,29TH AVE W,MAGNOLIA,Q
snd-15641,47.660323,-122.393864,28TH PL W,MAGNOLIA,Q
snd-15642,47.659495,-122.394394,W JAMESON ST,MAGNOLIA,Q
snd-15643,47.659880,-122.392207,WILLIAMS AVE W,MAGNOLIA,Q
snd-15644,47.659439,-122.392529,W JAMESON ST,MAGNOLIA,Q
snd-15645,47.660047,-122.392855,28TH AVE W,MAGNOLIA,Q
snd-15646,47.659776,-122.400350,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15647,47.659587,-122.400888,34TH AVE W,MAGNOLIA,Q
snd-15649,47.659889,-122.391552,GILMAN AVE W,MAGNOLIA,Q
snd-15650,47.659444,-122.391574,W JAMESON ST,MAGNOLIA,Q
snd-15651,47.659643,-122.389761,GILMAN PL W,MAGNOLIA,Q
snd-15653,47.659445,-122.389130,W JAMESON ST,MAGNOLIA,Q
snd-15654,47.660173,-122.387476,24TH AVE W,MAGNOLIA,Q
snd-15655,47.659449,-122.388106,W JAMESON ST,MAGNOLIA,Q
snd-15656,47.659883,-122.385949,23RD AVE W,MAGNOLIA,Q
snd-15657,47.659454,-122.386710,W JAMESON ST,MAGNOLIA,Q
snd-15658,47.659562,-122.383983,W COMMODORE WAY,MAGNOLIA,Q
snd-15660,47.659323,-122.393488,W JAMESON ST,MAGNOLIA,Q
snd-15664,47.659217,-122.392853,28TH AVE W,MAGNOLIA,Q
snd-15665,47.659077,-122.393003,W JAMESON ST,MAGNOLIA,Q
snd-15669,47.659121,-122.389125,GILMAN PL W,MAGNOLIA,Q
snd-15671,47.658894,-122.401581,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15672,47.659041,-122.402448,35TH AVE W,MAGNOLIA,Q
snd-15676,47.659024,-122.390432,GILMAN AVE W,MAGNOLIA,Q
snd-15678,47.658549,-122.405571,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15679,47.658409,-122.402958,W GOVERNMENT WAY,MAGNOLIA,Q
snd-15680,47.659194,-122.403576,36TH AVE W,MAGNOLIA,Q
snd-15681,47.658331,-122.403749,DISCOVERY PARK BLVD,MAGNOLIA,Q
snd-15682,47.659232,-122.398245,32ND AVE W,MAGNOLIA,Q
snd-15683,47.658398,-122.397597,W MANSELL ST,MAGNOLIA,Q
snd-15684,47.659207,-122.396206,30TH AVE W,MAGNOLIA,Q
snd-15685,47.659188,-122.397188,31ST AVE W,MAGNOLIA,Q
snd-15687,47.658947,-122.394965,29TH AVE W,MAGNOLIA,Q
snd-15688,47.658398,-122.395775,W MANSELL ST,MAGNOLIA,Q
snd-15690,47.658319,-122.402372,35TH AVE W,MAGNOLIA,Q
snd-15691,47.658005,-122.403581,36TH AVE W,MAGNOLIA,Q
snd-15692,47.657675,-122.403259,W ELMORE ST,MAGNOLIA,Q
snd-15693,47.658494,-122.400891,34TH AVE W,MAGNOLIA,Q
snd-15694,47.657681,-122.401256,W ELMORE ST,MAGNOLIA,Q
snd-15695,47.658812,-122.399514,33RD AVE W,MAGNOLIA,Q
snd-15696,47.657683,-122.400206,W ELMORE ST,MAGNOLIA,Q
snd-15697,47.658041,-122.398227,32ND AVE W,MAGNOLIA,Q
snd-15698,47.657685,-122.398873,W ELMORE ST,MAGNOLIA,Q
snd-15699,47.657687,-122.397584,W ELMORE ST,MAGNOLIA,Q
snd-15700,47.657688,-122.396747,W ELMORE ST,MAGNOLIA,Q
snd-15704,47.658392,-122.393975,28TH PL W,MAGNOLIA,Q
snd-15705,47.658028,-122.394970,29TH AVE W,MAGNOLIA,Q
snd-15706,47.657688,-122.395424,W ELMORE ST,MAGNOLIA,Q
snd-15707,47.658342,-122.392855,28TH AVE W,MAGNOLIA,Q
snd-15708,47.657684,-122.393862,W ELMORE ST,MAGNOLIA,Q
snd-15709,47.658553,-122.392213,WILLIAMS AVE W,MAGNOLIA,Q
snd-15710,47.657674,-122.392559,W ELMORE ST,MAGNOLIA,Q
snd-15711,47.658553,-122.390979,27TH AVE W,MAGNOLIA,Q
snd-15712,47.657672,-122.391646,W ELMORE ST,MAGNOLIA,Q
snd-15715,47.658140,-122.389914,26TH AVE W,MAGNOLIA,Q
snd-15716,47.657671,-122.390469,W ELMORE ST,MAGNOLIA,Q
snd-15717,47.658135,-122.389316,GILMAN AVE W,MAGNOLIA,Q
snd-15718,47.657659,-122.389309,W ELMORE ST,MAGNOLIA,Q
snd-15719,47.658546,-122.387472,24TH AVE W,MAGNOLIA,Q
snd-15720,47.658227,-122.388040,GILMAN PL W,MAGNOLIA,Q
snd-15723,47.658540,-122.385943,23RD AVE W,MAGNOLIA,Q
snd-15724,47.657628,-122.386648,W ELMORE ST,MAGNOLIA,Q
snd-15725,47.658734,-122.384706,22ND AVE W,MAGNOLIA,Q
snd-15726,47.657627,-122.385320,W ELMORE ST,MAGNOLIA,Q
snd-15727,47.658407,-122.383379,21ST AVE W,MAGNOLIA,Q
snd-15728,47.657632,-122.384049,W ELMORE ST,MAGNOLIA,Q
snd-15733,47.657412,-122.394575,29TH AVE W,MAGNOLIA,Q
snd-15734,47.657106,-122.393667,W ELMORE PL,MAGNOLIA,Q
snd-15735,47.656951,-122.394414,29TH AVE W,MAGNOLIA,Q
snd-15741,47.657158,-122.388081,GILMAN AVE W,MAGNOLIA,Q
snd-15742,47.656322,-122.412300,IOWA ST,MAGNOLIA,Q
snd-15745,47.657058,-122.391080,27TH AVE W,MAGNOLIA,Q
snd-15746,47.657045,-122.388714,25TH AVE W,MAGNOLIA,Q
snd-15747,47.656980,-122.389251,BURTON PL W,MAGNOLIA,Q
snd-15748,47.656834,-122.385936,23RD AVE W,MAGNOLIA,Q
snd-15753,47.656015,-122.386001,W EMERSON PL,MAGNOLIA,Q
snd-15757,47.656767,-122.403587,36TH AVE W,MAGNOLIA,Q
snd-15758,47.656308,-122.402271,35TH AVE W,MAGNOLIA,Q
snd-15759,47.655861,-122.402932,W THURMAN ST,MAGNOLIA,Q
snd-15760,47.656774,-122.400895,34TH AVE W,MAGNOLIA,Q
snd-15761,47.655864,-122.401585,W THURMAN ST,MAGNOLIA,Q
snd-15762,47.656776,-122.399519,33RD AVE W,MAGNOLIA,Q
snd-15763,47.655867,-122.400209,W THURMAN ST,MAGNOLIA,Q
snd-15764,47.656778,-122.398229,32ND AVE W,MAGNOLIA,Q
snd-15765,47.655869,-122.398876,W THURMAN ST,MAGNOLIA,Q
snd-15766,47.655944,-122.396303,W THURMAN ST,MAGNOLIA,Q
snd-15767,47.656781,-122.396943,31ST AVE W,MAGNOLIA,Q
snd-15768,47.655872,-122.397589,W THURMAN ST,MAGNOLIA,Q
snd-15769,47.656833,-122.384700,22ND AVE W,MAGNOLIA,Q
snd-15770,47.656135,-122.385093,W EMERSON PL,MAGNOLIA,Q
snd-15771,47.656337,-122.394478,29TH AVE W,MAGNOLIA,Q
snd-15772,47.655946,-122.395094,W THURMAN ST,MAGNOLIA,Q
snd-15773,47.656247,-122.393817,28TH PL W,MAGNOLIA,Q
snd-15774,47.655879,-122.394191,W THURMAN ST,MAGNOLIA,Q
snd-15776,47.656265,-122.386969,GILMAN AVE W,MAGNOLIA,Q
snd-15778,47.656658,-122.389900,26TH AVE W,MAGNOLIA,Q
snd-15779,47.655890,-122.389313,W THURMAN ST,MAGNOLIA,Q
snd-15782,47.656165,-122.388441,BURTON PL W,MAGNOLIA,Q
snd-15783,47.655891,-122.388442,W THURMAN ST,MAGNOLIA,Q
snd-15785,47.656254,-122.387460,24TH AVE W,MAGNOLIA,Q
snd-15786,47.655893,-122.387803,W THURMAN ST,MAGNOLIA,Q
snd-15788,47.655804,-122.386964,W THURMAN ST,MAGNOLIA,Q
snd-15789,47.656227,-122.372495,W EWING ST,QUEEN ANNE,Q
snd-15792,47.656633,-122.383391,21ST AVE W,MAGNOLIA,Q
snd-15793,47.655835,-122.384042,W EMERSON PL,MAGNOLIA,Q
snd-15800,47.656776,-122.392269,WILLIAMS AVE W,MAGNOLIA,Q
snd-15801,47.655683,-122.386239,GILMAN AVE W,MAGNOLIA,Q
snd-15804,47.655520,-122.371412,W EWING PL,QUEEN ANNE,Q
snd-15812,47.655487,-122.372871,W NICKERSON ST,QUEEN ANNE,Q
snd-15813,47.655362,-122.374278,W NICKERSON ST,QUEEN ANNE,Q
snd-15825,47.655365,-122.389909,26TH AVE W,MAGNOLIA,Q
snd-15826,47.654816,-122.375493,W NICKERSON ST,QUEEN ANNE,Q
snd-15835,47.655124,-122.371552,11TH AVE W,QUEEN ANNE,Q
snd-15836,47.654949,-122.371924,W NICKERSON ST,QUEEN ANNE,Q
snd-15837,47.654112,-122.417054,W EMERSON ST,MAGNOLIA,Q
snd-15838,47.654107,-122.415441,W EMERSON ST,MAGNOLIA,Q
snd-15840,47.654102,-122.413924,W EMERSON ST,MAGNOLIA,Q
snd-15841,47.654098,-122.412627,W EMERSON ST,MAGNOLIA,Q
snd-15844,47.654096,-122.411569,W EMERSON ST,MAGNOLIA,Q
snd-15845,47.654093,-122.410503,W EMERSON ST,MAGNOLIA,Q
snd-15846,47.654092,-122.409467,W EMERSON ST,MAGNOLIA,Q
snd-15847,47.655048,-122.388717,25TH AVE W,MAGNOLIA,Q
snd-15848,47.654090,-122.408413,W EMERSON ST,MAGNOLIA,Q
snd-15850,47.654087,-122.407341,W EMERSON ST,MAGNOLIA,Q
snd-15852,47.654955,-122.403591,36TH AVE W,MAGNOLIA,Q
snd-15853,47.654081,-122.405199,W EMERSON ST,MAGNOLIA,Q
snd-15854,47.654958,-122.402274,35TH AVE W,MAGNOLIA,Q
snd-15855,47.654051,-122.402934,W EMERSON ST,MAGNOLIA,Q
snd-15856,47.654961,-122.400898,34TH AVE W,MAGNOLIA,Q
snd-15857,47.654055,-122.401587,W EMERSON ST,MAGNOLIA,Q
snd-15858,47.654964,-122.399522,33RD AVE W,MAGNOLIA,Q
snd-15859,47.654058,-122.400212,W EMERSON ST,MAGNOLIA,Q
snd-15860,47.654966,-122.398233,32ND AVE W,MAGNOLIA,Q
snd-15861,47.654060,-122.398879,W EMERSON ST,MAGNOLIA,Q
snd-15862,47.654969,-122.396935,31ST AVE W,MAGNOLIA,Q
snd-15863,47.654063,-122.397579,W EMERSON ST,MAGNOLIA,Q
snd-15864,47.655042,-122.395636,30TH AVE W,MAGNOLIA,Q
snd-15865,47.654067,-122.396267,W EMERSON ST,MAGNOLIA,Q
snd-15866,47.654976,-122.394530,29TH AVE W,MAGNOLIA,Q
snd-15867,47.654072,-122.395072,W EMERSON ST,MAGNOLIA,Q
snd-15868,47.654074,-122.394373,W EMERSON ST,MAGNOLIA,Q
snd-15870,47.654979,-122.382227,W EMERSON PL,MAGNOLIA,Q
snd-15872,47.654912,-122.387454,24TH AVE W,MAGNOLIA,Q
snd-15873,47.654113,-122.388026,W EMERSON ST,MAGNOLIA,Q
snd-15877,47.654735,-122.385997,23RD AVE W,MAGNOLIA,Q
snd-15878,47.653976,-122.386722,W EMERSON ST,MAGNOLIA,Q
snd-15879,47.654775,-122.385221,GILMAN AVE W,MAGNOLIA,Q
snd-15880,47.653978,-122.385305,W EMERSON ST,MAGNOLIA,Q
snd-15882,47.654086,-122.380921,W EMERSON PL,MAGNOLIA,Q
snd-15883,47.653985,-122.380383,W EMERSON ST,MAGNOLIA,Q
snd-15886,47.653988,-122.378927,W EMERSON ST,MAGNOLIA,Q
snd-15888,47.653992,-122.377477,W EMERSON ST,MAGNOLIA,Q
snd-15891,47.654082,-122.391215,W EMERSON ST,MAGNOLIA,Q
snd-15892,47.654140,-122.376218,15TH AVE W,QUEEN ANNE,Q
snd-15893,47.653993,-122.376737,W EMERSON ST,MAGNOLIA,Q
snd-15894,47.653773,-122.416085,PERKINS LN W,MAGNOLIA,Q
snd-15895,47.654581,-122.374912,14TH AVE W,QUEEN ANNE,Q
snd-15896,47.654756,-122.373606,13TH AVE W,QUEEN ANNE,Q
snd-15897,47.653997,-122.374255,W EMERSON ST,QUEEN ANNE,Q
snd-15898,47.654167,-122.375782,NICKERSON TURN RD,QUEEN ANNE,Q
snd-15899,47.654587,-122.372298,12TH AVE W,QUEEN ANNE,Q
snd-15900,47.654000,-122.372947,W EMERSON ST,QUEEN ANNE,Q
snd-15902,47.654119,-122.375657,W NICKERSON ST,QUEEN ANNE,Q
snd-15906,47.653665,-122.412215,MAGNOLIA BLVD W,MAGNOLIA,Q
snd-15907,47.654264,-122.370763,W NICKERSON ST,QUEEN ANNE,Q
snd-15908,47.653492,-122.405201,W TILDEN ST,MAGNOLIA,Q
snd-15909,47.653748,-122.388072,W MANOR PL,MAGNOLIA,Q
snd-15910,47.653758,-122.389111,25TH PL W,MAGNOLIA,Q
snd-15911,47.653284,-122.417114,W ROBERTS WAY,MAGNOLIA,Q
snd-15916,47.653801,-122.371915,W EMERSON ST,QUEEN ANNE,Q
snd-15917,47.653422,-122.389418,W MANOR PL,MAGNOLIA,Q
snd-15918,47.653657,-122.390352,26TH PL W,MAGNOLIA,Q
snd-15920,47.653617,-122.395585,30TH AVE W,MAGNOLIA,Q
snd-15921,47.653163,-122.396046,W TILDEN ST,MAGNOLIA,Q
snd-15922,47.653499,-122.414714,45TH AVE W,MAGNOLIA,Q
snd-15923,47.653621,-122.394216,29TH AVE W,MAGNOLIA,Q
snd-15924,47.653166,-122.394889,W TILDEN ST,MAGNOLIA,Q
snd-15925,47.654133,-122.392896,28TH AVE W,MAGNOLIA,Q
snd-15926,47.653170,-122.393548,W TILDEN ST,MAGNOLIA,Q
snd-15929,47.653208,-122.390665,W MANOR PL,MAGNOLIA,Q
snd-15930,47.653437,-122.391405,27TH PL W,MAGNOLIA,Q
snd-15932,47.652955,-122.412943,W RUFFNER ST,MAGNOLIA,Q
snd-15933,47.653399,-122.413381,43RD AVE W,MAGNOLIA,Q
snd-15934,47.652799,-122.414140,W RUFFNER ST,MAGNOLIA,Q
snd-15936,47.653525,-122.376213,15TH AVE W,MAGNOLIA,Q
snd-15937,47.652797,-122.415555,W RUFFNER ST,MAGNOLIA,Q
snd-15938,47.652973,-122.415984,PERKINS LN W,MAGNOLIA,Q
snd-15941,47.652959,-122.391089,27TH PL W,MAGNOLIA,Q
snd-15946,47.653162,-122.387930,24TH PL W,MAGNOLIA,Q
snd-15948,47.653296,-122.387447,24TH AVE W,MAGNOLIA,Q
snd-15950,47.653186,-122.408955,ARAPAHOE PL W,MAGNOLIA,Q
snd-15951,47.653184,-122.407882,40TH AVE W,MAGNOLIA,Q
snd-15952,47.652280,-122.408424,W RUFFNER ST,MAGNOLIA,Q
snd-15953,47.652274,-122.409478,W RUFFNER ST,MAGNOLIA,Q
snd-15954,47.653166,-122.409988,41ST AVE W,MAGNOLIA,Q
snd-15955,47.653181,-122.406811,39TH AVE W,MAGNOLIA,Q
snd-15956,47.652277,-122.407352,W RUFFNER ST,MAGNOLIA,Q
snd-15957,47.652801,-122.405740,38TH AVE W,MAGNOLIA,Q
snd-15958,47.652275,-122.406279,W RUFFNER ST,MAGNOLIA,Q
snd-15959,47.652798,-122.404668,37TH AVE W,MAGNOLIA,Q
snd-15960,47.652272,-122.405207,W RUFFNER ST,MAGNOLIA,Q
snd-15961,47.652202,-122.416621,PERKINS LN W,MAGNOLIA,Q
snd-15962,47.653145,-122.403596,36TH AVE W,MAGNOLIA,Q
snd-15964,47.653149,-122.402278,35TH AVE W,MAGNOLIA,Q
snd-15965,47.652243,-122.402940,W RUFFNER ST,MAGNOLIA,Q
snd-15966,47.653152,-122.400902,34TH AVE W,MAGNOLIA,Q
snd-15967,47.652246,-122.401593,W RUFFNER ST,MAGNOLIA,Q
snd-15968,47.653155,-122.399527,33RD AVE W,MAGNOLIA,Q
snd-15969,47.652249,-122.400218,W RUFFNER ST,MAGNOLIA,Q
snd-15970,47.653157,-122.398238,32ND AVE W,MAGNOLIA,Q
snd-15971,47.652251,-122.398885,W RUFFNER ST,MAGNOLIA,Q
snd-15972,47.652708,-122.371396,JESSE AVE W,QUEEN ANNE,Q
snd-15973,47.653101,-122.371536,11TH AVE W,QUEEN ANNE,Q
snd-15974,47.652166,-122.410271,W RUFFNER ST,MAGNOLIA,Q
snd-15975,47.653045,-122.411026,WEST VIEWMONT WAY W,MAGNOLIA,Q
snd-15976,47.653160,-122.396899,31ST AVE W,MAGNOLIA,Q
snd-15977,47.652254,-122.397572,W RUFFNER ST,MAGNOLIA,Q
snd-15978,47.652712,-122.395561,30TH AVE W,MAGNOLIA,Q
snd-15979,47.652258,-122.396233,W RUFFNER ST,MAGNOLIA,Q
snd-15980,47.652716,-122.394220,29TH AVE W,MAGNOLIA,Q
snd-15981,47.652262,-122.394893,W RUFFNER ST,MAGNOLIA,Q
snd-15982,47.652689,-122.392053,W MANOR PL,MAGNOLIA,Q
snd-15983,47.652720,-122.392881,28TH AVE W,MAGNOLIA,Q
snd-15984,47.652265,-122.393553,W RUFFNER ST,MAGNOLIA,Q
snd-15986,47.651710,-122.416588,W MCLAREN ST,MAGNOLIA,Q
snd-15987,47.652182,-122.418135,W RUFFNER ST,MAGNOLIA,Q
snd-15990,47.652677,-122.377275,THORNDYKE AVE W,MAGNOLIA,Q
snd-15991,47.651911,-122.411091,W RUFFNER ST,MAGNOLIA,Q
snd-15992,47.652532,-122.412131,MAGNOLIA BLVD W,MAGNOLIA,Q
snd-15993,47.652838,-122.389200,26TH PL W,MAGNOLIA,Q
snd-15994,47.652384,-122.387540,24TH AVE W,MAGNOLIA,Q
snd-15995,47.652147,-122.388188,W RUFFNER ST,MAGNOLIA,Q
snd-15996,47.651954,-122.410442,WEST VIEWMONT WAY W,MAGNOLIA,Q
snd-15997,47.652384,-122.387443,24TH AVE W,MAGNOLIA,Q
snd-15998,47.653064,-122.385989,23RD AVE W,MAGNOLIA,Q
snd-15999,47.652150,-122.386687,W RUFFNER ST,MAGNOLIA,Q
snd-16000,47.652451,-122.390401,27TH PL W,MAGNOLIA,Q
snd-16001,47.653066,-122.384647,22ND AVE W,MAGNOLIA,Q
snd-16002,47.652152,-122.385332,W RUFFNER ST,MAGNOLIA,Q
snd-16003,47.653067,-122.383924,GILMAN AVE W,MAGNOLIA,Q
snd-16004,47.652154,-122.383955,W RUFFNER ST,MAGNOLIA,Q
snd-16005,47.652489,-122.367335,8TH AVE W,QUEEN ANNE,Q
snd-16006,47.653065,-122.368726,W NICKERSON ST,QUEEN ANNE,Q
snd-16007,47.652409,-122.371533,11TH AVE W,QUEEN ANNE,Q
snd-16009,47.652252,-122.370846,W RUFFNER ST,QUEEN ANNE,Q
snd-16010,47.652299,-122.376208,15TH AVE W,MAGNOLIA,Q
snd-16012,47.652255,-122.369702,W RUFFNER ST,QUEEN ANNE,Q
snd-16013,47.653083,-122.374904,14TH AVE W,QUEEN ANNE,Q
snd-16014,47.652169,-122.375553,W RUFFNER ST,QUEEN ANNE,Q
snd-16016,47.653587,-122.368004,W EWING ST,QUEEN ANNE,Q
snd-16017,47.653085,-122.373597,13TH AVE W,QUEEN ANNE,Q
snd-16019,47.653088,-122.372291,12TH AVE W,QUEEN ANNE,Q
snd-16020,47.652173,-122.372940,W RUFFNER ST,QUEEN ANNE,Q
snd-16022,47.652175,-122.371895,W RUFFNER ST,QUEEN ANNE,Q
snd-16025,47.651737,-122.414823,W MCLAREN ST,MAGNOLIA,Q
snd-16027,47.652139,-122.369062,W EMERSON ST,QUEEN ANNE,Q
snd-16028,47.651529,-122.411890,MAGNOLIA BLVD W,MAGNOLIA,Q
snd-16029,47.652011,-122.412960,43RD AVE W,MAGNOLIA,Q
snd-16030,47.651837,-122.360867,3RD AVE W,QUEEN ANNE,Q
snd-16034,47.651835,-122.388835,25TH AVE W,MAGNOLIA,Q
snd-16037,47.651800,-122.398243,32ND AVE W,MAGNOLIA,Q
snd-16038,47.651803,-122.396905,31ST AVE W,MAGNOLIA,Q
snd-16039,47.651349,-122.397576,W GROVER ST,MAGNOLIA,Q
snd-16040,47.651807,-122.395565,30TH AVE W,MAGNOLIA,Q
snd-16041,47.651811,-122.394224,29TH AVE W,MAGNOLIA,Q
snd-16042,47.651357,-122.394897,W GROVER ST,MAGNOLIA,Q
snd-16043,47.651815,-122.392886,28TH AVE W,MAGNOLIA,Q
snd-16044,47.651361,-122.393557,W GROVER ST,MAGNOLIA,Q
snd-16045,47.651969,-122.364300,6TH AVE W,QUEEN ANNE,Q
snd-16046,47.651983,-122.365967,W NICKERSON ST,QUEEN ANNE,Q
snd-16047,47.651768,-122.367946,8TH AVE W,QUEEN ANNE,Q
snd-16048,47.651800,-122.368484,W EMERSON ST,QUEEN ANNE,Q
snd-16049,47.651651,-122.360871,3RD AVE W,QUEEN ANNE,Q
snd-16050,47.652064,-122.363085,W EWING ST,QUEEN ANNE,Q
snd-16054,47.650471,-122.416559,W BERTONA ST,MAGNOLIA,Q
snd-16058,47.650474,-122.417305,W BERTONA ST,MAGNOLIA,Q
snd-16059,47.651821,-122.360346,W EWING ST,QUEEN ANNE,Q
snd-16060,47.650653,-122.415150,45TH AVE W,MAGNOLIA,Q
snd-16062,47.651069,-122.413451,MAGNOLIA BLVD W,MAGNOLIA,Q
snd-16063,47.650483,-122.414637,W BERTONA ST,MAGNOLIA,Q
snd-16064,47.650449,-122.413665,W BERTONA ST,MAGNOLIA,Q
snd-16065,47.651027,-122.410883,42ND AVE W,MAGNOLIA,Q
snd-16066,47.650866,-122.412230,43RD AVE W,MAGNOLIA,Q
snd-16067,47.650449,-122.412539,W BERTONA ST,MAGNOLIA,Q
snd-16068,47.650449,-122.411341,W BERTONA ST,MAGNOLIA,Q
snd-16069,47.651178,-122.409799,WEST VIEWMONT WAY W,MAGNOLIA,Q
snd-16070,47.650449,-122.410150,W BERTONA ST,MAGNOLIA,Q
snd-16071,47.651366,-122.408961,ARAPAHOE PL W,MAGNOLIA,Q
snd-16072,47.650450,-122.409260,W BERTONA ST,MAGNOLIA,Q
snd-16073,47.651364,-122.407891,40TH AVE W,MAGNOLIA,Q
snd-16074,47.650450,-122.408428,W BERTONA ST,MAGNOLIA,Q
snd-16076,47.651362,-122.406819,39TH AVE W,MAGNOLIA,Q
snd-16077,47.650449,-122.407358,W BERTONA ST,MAGNOLIA,Q
snd-16078,47.651361,-122.405747,38TH AVE W,MAGNOLIA,Q
snd-16079,47.650448,-122.406287,W BERTONA ST,MAGNOLIA,Q
snd-16080,47.651359,-122.404675,37TH AVE W,MAGNOLIA,Q
